2024 RANK,2023 RANK,Institution Name,Country Code,Country,SIZE,FOCUS,RES.,AGE,STATUS,Academic Reputation Score,Academic Reputation Rank,Employer Reputation Score,Employer Reputation Rank,Faculty Student Score,Faculty Student Rank,Citations per Faculty Score,Citations per Faculty Rank,International Faculty Score,International Faculty Rank,International Students Score,International Students Rank,International Research Network Score,International Research Network Rank,Employment Outcomes Score,Employment Outcomes Rank,Sustainability Score,Sustainability Rank,Overall SCORE
326,347,university of southern denmark (sdu),dk,denmark,l,co,vh,4,a,20.0,441,18.0,485,27.0,558,41.0,337,83.0,220,23.0,503,50.0,315,18.0,469,89.0,100,33.0
95,96,university of st andrews,uk,united kingdom,m,fo,vh,5,a,47.0,173,67.0,114,65.0,212,58.0,223,99.0,103,100.0,29,51.0,306,22.0,370,92.0,77,61.0
1401+,,university of stavanger,no,norway,,co,,2,,7.0,601+,6.0,601+,0.0,,0.0,,0.0,,0.0,,26.0,489,0.0,,0.0,,0.0
276,325,university of strathclyde,uk,united kingdom,l,co,vh,4,a,26.0,334,35.0,281,18.0,701+,34.0,405,93.0,161,67.0,222,62.0,235,24.0,353,59.0,252,37.0
244,305,university of surrey,uk,united kingdom,l,co,vh,4,a,20.0,428,23.0,409,23.0,613,56.0,230,97.0,129,88.0,127,71.0,192,17.0,503,58.0,259,40.0
218,240,university of sussex,uk,united kingdom,l,fc,vh,4,a,23.0,380,9.0,601+,15.0,701+,71.0,142,96.0,137,93.0,100,63.0,226,31.0,251,97.0,35,43.0
358,296,university of tartu,ee,estonia,m,fc,vh,5,a,24.0,355,9.0,601+,92.0,78,12.0,701+,47.0,372,22.0,513,74.0,177,42.0,171,28.0,471,31.0
307,293,university of tasmania,au,australia,m,co,vh,5,a,17.0,520,8.0,601+,18.0,701+,58.0,220,75.0,254,96.0,84,49.0,320,15.0,562,47.0,323,34.0
90,137,university of technology sydney,au,australia,l,co,vh,3,a,43.0,195,58.0,143,9.0,701+,95.0,52,97.0,132,94.0,95,80.0,146,30.0,260,93.0,72,62.0
58,72,university of texas at austin,us,united states,xl,fc,vh,5,a,94.0,35,83.0,65,9.0,701+,87.0,85,9.0,701+,11.0,691,79.0,147,70.0,73,78.0,163,72.0
404,412,university of the philippines,ph,philippines,xl,fc,hi,5,a,34.0,250,59.0,136,38.0,415,2.0,701+,2.0,701+,1.0,701+,9.0,685,35.0,213,39.0,370,28.0
21,34,university of toronto,ca,canada,xl,fc,vh,5,a,100.0,11,96.0,33,54.0,283,57.0,226,96.0,145,96.0,80,96.0,46,96.0,22,100.0,2,86.0
429,457,university of trento,it,italy,l,co,vh,4,a,25.0,352,9.0,601+,19.0,685,44.0,305,27.0,509,6.0,701+,61.0,238,9.0,701+,35.0,400,26.0
577,454,university of tromsø the arctic university of norway,no,norway,l,fc,hi,4,a,12.0,601+,4.0,601+,71.0,182,9.0,701+,70.0,273,8.0,701+,43.0,360,10.0,701+,22.0,524,21.0
355,312,university of tsukuba,jp,japan,l,fc,vh,4,a,36.0,242,24.0,402,59.0,243,19.0,569,14.0,691,21.0,529,32.0,450,12.0,701+,58.0,259,31.0
364,475,university of turin,it,italy,xl,fc,vh,5,a,40.0,213,6.0,601+,3.0,701+,37.0,380,5.0,701+,5.0,701+,69.0,199,33.0,236,84.0,123,30.0
315,291,university of turku,fi,finland,l,fc,vh,5,a,28.0,311,21.0,440,52.0,302,32.0,417,27.0,505,4.0,701+,63.0,227,28.0,291,78.0,163,33.0
210,212,university of twente,nl,netherlands,m,fo,vh,4,a,21.0,422,38.0,254,39.0,404,65.0,171,99.0,94,91.0,112,68.0,208,13.0,687,33.0,416,44.0
441,392,university of utah,us,united states,l,fc,vh,5,a,16.0,548,6.0,601+,53.0,295,37.0,383,25.0,530,10.0,701+,54.0,289,15.0,560,49.0,315,26.0
322,359,university of victoria (uvic),ca,canada,l,co,vh,4,a,17.0,514,8.0,601+,4.0,701+,65.0,174,95.0,149,49.0,304,19.0,551,12.0,701+,90.0,94,33.0
130,151,university of vienna,at,austria,xl,fc,vh,5,a,71.0,88,43.0,217,22.0,629,15.0,646,99.0,92,88.0,129,94.0,62,57.0,109,74.0,180,54.0
260,253,university of virginia,us,united states,l,fc,vh,5,a,36.0,243,32.0,307,57.0,257,34.0,401,8.0,701+,11.0,700,58.0,262,69.0,77,63.0,232,39.0
250,331,university of waikato,nz,new zealand,m,co,vh,4,a,18.0,484,13.0,601+,11.0,701+,75.0,128,99.0,91,73.0,192,18.0,568,45.0,162,80.0,152,40.0
262,284,university of warsaw,pl,poland,xl,co,vh,5,a,49.0,169,53.0,150,42.0,375,6.0,701+,10.0,701+,9.0,701+,62.0,233,37.0,204,80.0,150,38.0
63,80,university of washington,us,united states,xl,fc,vh,5,a,84.0,58,50.0,168,19.0,692,94.0,62,19.0,600,33.0,392,94.0,59,70.0,74,88.0,106,69.0
112,154,university of waterloo,ca,canada,xl,co,vh,4,a,41.0,208,67.0,117,7.0,701+,83.0,100,77.0,241,78.0,172,55.0,281,56.0,112,97.0,36,58.0
102,83,university of wisconsin-madison,us,united states,xl,fc,vh,5,a,80.0,71,48.0,182,61.0,229,37.0,376,31.0,483,23.0,501,84.0,126,73.0,61,84.0,126,60.0
264,428,university of witwatersrand,za,south africa,l,fc,vh,5,a,26.0,341,43.0,214,11.0,701+,28.0,453,80.0,229,8.0,701+,92.0,65,97.0,21,63.0,239,38.0
162,185,university of wollongong,au,australia,l,fc,vh,3,a,30.0,290,25.0,382,16.0,701+,94.0,60,96.0,146,56.0,265,73.0,186,17.0,492,92.0,75,50.0
167,162,university of york,uk,united kingdom,l,fc,vh,4,a,44.0,194,35.0,275,45.0,351,40.0,342,88.0,192,78.0,171,79.0,150,20.0,421,98.0,26,49.0
91,83,university of zurich,ch,switzerland,l,fc,vh,5,a,59.0,126,28.0,352,90.0,88,52.0,248,100.0,60,53.0,274,87.0,100,75.0,58,80.0,149,62.0
542,375,university ulm,de,germany,m,fo,vh,4,a,8.0,601+,4.0,601+,78.0,144,34.0,404,41.0,403,21.0,533,15.0,603,7.0,701+,3.0,701+,22.0
595,436,università vita-salute san raffaele,it,italy,s,sp,,3,b,3.0,601+,2.0,601+,99.0,40,39.0,352,8.0,701+,3.0,701+,4.0,701+,8.0,701+,1.0,701+,20.0
219,243,università di padova,it,italy,xl,fc,vh,5,a,57.0,133,22.0,428,8.0,701+,52.0,250,13.0,701+,9.0,701+,91.0,73,14.0,620,95.0,55,43.0
600,441,universität des saarlandes,de,germany,l,fc,vh,4,a,11.0,601+,5.0,601+,90.0,87,8.0,701+,5.0,701+,39.0,350,39.0,384,20.0,416,2.0,701+,20.0
205,228,universität hamburg,de,germany,l,fc,vh,5,a,51.0,160,29.0,340,17.0,701+,60.0,205,42.0,395,22.0,512,87.0,101,27.0,305,53.0,292,45.0
362,308,universität innsbruck,at,austria,l,fc,hi,5,a,20.0,433,7.0,601+,69.0,187,11.0,701+,100.0,65,100.0,27,33.0,434,36.0,208,17.0,586,31.0
461,352,universität jena,de,germany,l,fc,vh,5,a,19.0,482,6.0,601+,100.0,20,10.0,701+,0.0,,22.0,509,84.0,125,8.0,701+,16.0,592,25.0
479,420,universität leipzig,de,germany,l,fc,vh,5,a,25.0,344,10.0,601+,71.0,181,10.0,701+,0.0,,16.0,602,59.0,249,10.0,701+,35.0,403,24.0
312,355,universität stuttgart,de,germany,l,co,vh,5,a,24.0,361,27.0,357,6.0,701+,65.0,177,37.0,430,50.0,296,37.0,405,19.0,430,34.0,411,34.0
180,195,université catholique de louvain (uclouvain),be,belgium,l,fc,vh,5,b,49.0,166,31.0,317,4.0,701+,60.0,203,89.0,186,39.0,347,83.0,130,52.0,125,55.0,279,48.0
141,116,université de montréal,ca,canada,xl,fc,vh,5,a,57.0,136,35.0,283,77.0,154,25.0,491,88.0,191,52.0,277,65.0,216,36.0,205,96.0,50,52.0
236,248,université de paris-cité,fr,france,xl,fo,vh,1,a,32.0,275,6.0,601+,9.0,701+,94.0,61,19.0,598,42.0,336,100.0,11,12.0,701+,46.0,331,41.0
421,434,université de strasbourg,fr,france,xl,fc,vh,5,a,40.0,216,8.0,601+,5.0,701+,23.0,512,36.0,449,39.0,357,70.0,194,11.0,701+,15.0,614,27.0
294,317,université grenoble alpes,fr,france,xl,fc,vh,1,a,45.0,188,10.0,601+,8.0,701+,49.0,276,18.0,611,35.0,380,93.0,64,14.0,596,41.0,360,36.0
441,433,université laval,ca,canada,l,fc,vh,5,a,20.0,443,11.0,601+,26.0,577,25.0,484,67.0,290,36.0,372,55.0,280,24.0,343,31.0,432,26.0
328,300,université paris 1 panthéon-sorbonne,fr,france,xl,fo,vh,5,a,65.0,104,25.0,385,4.0,701+,3.0,701+,38.0,421,46.0,314,30.0,458,32.0,238,16.0,588,33.0
71,69,université paris-saclay,fr,france,xl,co,vh,1,a,59.0,128,99.0,13,100.0,25,46.0,294,39.0,416,61.0,244,99.0,17,34.0,224,74.0,182,68.0
24,26,université psl,fr,france,l,co,vh,1,a,74.0,82,97.0,25,99.0,33,96.0,49,69.0,280,73.0,196,100.0,3,61.0,97,80.0,146,86.0
1401+,,université sorbonne paris nord,fr,france,,co,,,,10.0,601+,5.0,601+,0.0,,0.0,,0.0,,0.0,,14.0,611,0.0,,0.0,,0.0
105,128,uppsala university,se,sweden,l,fc,vh,5,a,63.0,111,31.0,320,48.0,330,46.0,296,98.0,108,82.0,152,96.0,47,58.0,105,99.0,12,59.0
473,335,ural federal university - urfu,ru,russia,xl,co,vh,5,a,21.0,410,13.0,601+,93.0,70,2.0,701+,6.0,701+,26.0,465,63.0,225,7.0,701+,25.0,490,24.0
328,240,usi - università della svizzera italiana,ch,switzerland,s,fo,vh,3,a,6.0,601+,4.0,601+,83.0,120,56.0,229,100.0,23,100.0,11,4.0,701+,8.0,701+,1.0,701+,33.0
107,112,utrecht university,nl,netherlands,xl,fc,vh,5,a,67.0,102,32.0,311,33.0,487,81.0,108,57.0,323,21.0,531,95.0,54,27.0,309,84.0,128,59.0
261,199,vanderbilt university,us,united states,l,fc,vh,5,b,25.0,348,20.0,459,100.0,9,37.0,377,36.0,442,35.0,383,47.0,332,36.0,206,51.0,299,38.0
241,275,victoria university of wellington,nz,new zealand,l,co,vh,4,a,45.0,186,26.0,375,9.0,701+,32.0,418,100.0,88,35.0,382,38.0,393,47.0,149,94.0,66,41.0
473,400,vilnius university,lt,lithuania,l,fc,hi,5,a,20.0,447,28.0,346,83.0,119,3.0,701+,13.0,701+,15.0,622,44.0,351,26.0,325,12.0,647,24.0
302,363,virginia polytechnic institute and state university,us,united states,xl,fc,vh,5,a,26.0,337,40.0,232,19.0,701+,35.0,389,72.0,267,18.0,577,70.0,197,21.0,402,53.0,292,35.0
207,214,vrije universiteit amsterdam,nl,netherlands,xl,fc,vh,5,a,40.0,217,16.0,531,24.0,607,68.0,156,69.0,284,40.0,340,70.0,195,20.0,414,89.0,95,45.0
259,251,vrije universiteit brussel (vub),be,belgium,l,fc,vh,4,a,23.0,373,17.0,512,76.0,160,22.0,527,94.0,158,59.0,252,88.0,94,31.0,244,67.0,215,39.0
151,124,wageningen university & research,nl,netherlands,l,fo,vh,5,a,43.0,196,19.0,472,98.0,47,46.0,292,55.0,336,79.0,170,98.0,22,19.0,438,72.0,196,51.0
199,205,waseda university,jp,japan,xl,co,vh,5,b,60.0,118,97.0,24,24.0,602,4.0,701+,28.0,503,29.0,436,18.0,569,66.0,87,57.0,268,46.0
419,443,washington state university,us,united states,l,fc,vh,5,a,24.0,354,18.0,489,16.0,701+,35.0,386,50.0,358,6.0,701+,47.0,335,11.0,701+,50.0,309,27.0
154,118,washington university in st. louis,us,united states,l,fc,vh,5,b,39.0,224,10.0,601+,100.0,28,51.0,259,84.0,214,68.0,219,61.0,241,34.0,228,91.0,83,51.0
114,172,western university,ca,canada,xl,fc,vh,5,a,32.0,273,47.0,186,4.0,701+,98.0,30,100.0,86,55.0,268,56.0,274,93.0,30,100.0,8,57.0
384,384,westfälische wilhelms-universität münster,de,germany,l,fc,vh,5,a,32.0,278,25.0,389,55.0,271,13.0,688,30.0,489,5.0,701+,59.0,252,26.0,314,28.0,471,29.0
194,194,wuhan university,cn,china (mainland),xl,fc,vh,4,a,41.0,204,44.0,205,13.0,701+,87.0,82,41.0,405,5.0,701+,48.0,324,35.0,218,44.0,336,47.0
392,422,xiamen university,cn,china (mainland),xl,fc,vh,4,a,26.0,340,12.0,601+,20.0,664,65.0,170,5.0,701+,3.0,701+,25.0,494,22.0,387,17.0,579,28.0
291,302,xi’an jiaotong university,cn,china (mainland),xl,fc,vh,4,a,21.0,406,42.0,222,17.0,701+,81.0,106,4.0,701+,4.0,701+,37.0,403,21.0,397,35.0,403,36.0
16,18,yale university,us,united states,m,fc,vh,5,b,100.0,9,100.0,7,100.0,3,46.0,293,90.0,184,79.0,169,86.0,112,100.0,9,99.0,13,88.0
369,246,yeshiva university,us,united states,m,fc,vh,5,b,3.0,601+,3.0,601+,75.0,167,100.0,14,0.0,,9.0,701+,4.0,701+,10.0,701+,1.0,701+,30.0
76,73,yonsei university,kr,south korea,l,fc,vh,4,b,80.0,72,96.0,31,87.0,97,36.0,385,20.0,594,50.0,298,25.0,498,71.0,69,38.0,377,65.0
353,456,york university,ca,canada,xl,co,vh,4,a,23.0,377,21.0,441,5.0,701+,29.0,440,51.0,356,81.0,157,28.0,471,53.0,119,81.0,144,31.0
44,42,zhejiang university,cn,china (mainland),xl,fc,vh,4,a,74.0,81,96.0,36,67.0,198,98.0,37,98.0,120,27.0,456,75.0,174,38.0,194,52.0,297,78.0
1401+,,zürcher hochschule winterthur,ch,switzerland,,co,,,,6.0,601+,7.0,601+,0.0,,0.0,,0.0,,0.0,,2.0,701+,0.0,,0.0,,0.0
184,111,école normale supérieure de lyon,fr,france,s,co,vh,5,a,31.0,285,14.0,570,96.0,59,98.0,27,71.0,272,15.0,628,34.0,425,10.0,701+,6.0,701+,48.0
